featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.692385,0.7007,0.7116
aasub,1,train_rmse,0.6928,0.694,0.6950049999999999
aasub,10,test_rmse,0.6786349999999999,0.6882999999999999,0.6972149999999999
aasub,10,train_rmse,0.6797475,0.6808,0.68191
aasub,11,test_rmse,0.667935,0.6787,0.6884999999999999
aasub,11,train_rmse,0.6691999999999999,0.6701999999999999,0.6713574999999998
aasub,12,test_rmse,0.6837374999999999,0.6943999999999999,0.7033175
aasub,12,train_rmse,0.6848425,0.6859,0.6870999999999999
aasub,13,test_rmse,0.6611499999999999,0.6711499999999999,0.6806099999999999
aasub,13,train_rmse,0.6615475,0.66265,0.6637
aasub,14,test_rmse,0.653795,0.6639499999999999,0.674425
aasub,14,train_rmse,0.6555475,0.6567500000000001,0.6579
aasub,15,test_rmse,0.6918749999999999,0.7022499999999999,0.7139
aasub,15,train_rmse,0.6933999999999999,0.6947,0.6958525
aasub,16,test_rmse,0.6737324999999998,0.68445,0.6943999999999999
aasub,16,train_rmse,0.6756,0.67675,0.6779
aasub,17,test_rmse,0.6894899999999999,0.7002999999999999,0.71075
aasub,17,train_rmse,0.6920949999999999,0.6931999999999999,0.6944524999999999
aasub,18,test_rmse,0.6765549999999999,0.6869999999999999,0.697855
aasub,18,train_rmse,0.6781424999999999,0.6792999999999999,0.6804999999999999
aasub,19,test_rmse,0.6781949999999999,0.6892999999999999,0.698715
aasub,19,train_rmse,0.6799474999999999,0.6809999999999999,0.6821999999999999
aasub,2,test_rmse,0.6868749999999999,0.6969,0.70871
aasub,2,train_rmse,0.6884474999999999,0.6897,0.6909525
aasub,20,test_rmse,0.6880424999999999,0.6988,0.7106
aasub,20,train_rmse,0.6903474999999999,0.6916,0.6928
aasub,3,test_rmse,0.68839,0.6993999999999999,0.7097149999999999
aasub,3,train_rmse,0.6903999999999999,0.6916,0.6927525
aasub,4,test_rmse,0.678985,0.6897,0.7015825
aasub,4,train_rmse,0.6807475000000001,0.6819999999999999,0.6831524999999998
aasub,5,test_rmse,0.689085,0.6986,0.7090399999999999
aasub,5,train_rmse,0.6898424999999999,0.6910999999999999,0.6920999999999999
aasub,6,test_rmse,0.6823849999999999,0.6918,0.70312
aasub,6,train_rmse,0.6831949999999999,0.6844999999999999,0.6856525
aasub,7,test_rmse,0.6788325,0.6881499999999999,0.6989524999999999
aasub,7,train_rmse,0.6786475000000001,0.6799,0.6809
aasub,8,test_rmse,0.6680074999999999,0.6780999999999999,0.686105
aasub,8,train_rmse,0.6688999999999999,0.6698999999999999,0.671005
aasub,9,test_rmse,0.7227475000000001,0.73315,0.742425
aasub,9,train_rmse,0.7241949999999999,0.7252,0.7264525
