featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.808595,0.8199000000000001,0.8328150000000001
aasub,1,train_rmse,0.8127475000000001,0.8142,0.8155
aasub,10,test_rmse,0.8009275,0.8127000000000001,0.8252725000000001
aasub,10,train_rmse,0.8052475,0.8067000000000001,0.8079525000000001
aasub,11,test_rmse,0.7741475,0.7846,0.7948575
aasub,11,train_rmse,0.7779,0.7791,0.7801999999999999
aasub,12,test_rmse,0.7735375,0.7846,0.7966099999999999
aasub,12,train_rmse,0.7785,0.7799,0.7810999999999999
aasub,13,test_rmse,0.7693475,0.7806,0.7920099999999999
aasub,13,train_rmse,0.7746000000000001,0.7759,0.7772
aasub,14,test_rmse,0.7733949999999999,0.7842999999999999,0.794705
aasub,14,train_rmse,0.7772,0.7783,0.7795525000000001
aasub,15,test_rmse,0.803875,0.8161,0.8292550000000001
aasub,15,train_rmse,0.8090425000000001,0.8105,0.8118525000000001
aasub,16,test_rmse,0.7836174999999999,0.7946,0.80706
aasub,16,train_rmse,0.7882424999999998,0.7896,0.790805
aasub,17,test_rmse,0.7961474999999999,0.8063,0.820215
aasub,17,train_rmse,0.800095,0.8016000000000001,0.8028000000000001
aasub,18,test_rmse,0.7848424999999999,0.7965499999999999,0.8092675
aasub,18,train_rmse,0.7903474999999999,0.79175,0.7929999999999999
aasub,19,test_rmse,0.7941849999999999,0.80635,0.8180525000000001
aasub,19,train_rmse,0.7991999999999999,0.8005,0.8018050000000001
aasub,2,test_rmse,0.7808975,0.7919499999999999,0.80291
aasub,2,train_rmse,0.7846474999999999,0.7858499999999999,0.7871049999999999
aasub,20,test_rmse,0.8061375,0.81755,0.8300050000000001
aasub,20,train_rmse,0.8105475,0.8119500000000001,0.8131525000000001
aasub,3,test_rmse,0.7635175000000001,0.7746000000000001,0.7852999999999999
aasub,3,train_rmse,0.7682475,0.7694,0.770705
aasub,4,test_rmse,0.7836699999999999,0.7945499999999999,0.8054300000000001
aasub,4,train_rmse,0.7876475,0.7888999999999999,0.7900524999999998
aasub,5,test_rmse,0.7973699999999999,0.8092,0.8212825000000001
aasub,5,train_rmse,0.8024475,0.8038000000000001,0.8051050000000001
aasub,6,test_rmse,0.813685,0.8246500000000001,0.83701
aasub,6,train_rmse,0.8177000000000001,0.8190000000000001,0.8202525
aasub,7,test_rmse,0.8063075,0.8176000000000001,0.82842
aasub,7,train_rmse,0.8104475,0.8117000000000001,0.8129575
aasub,8,test_rmse,0.8059925000000001,0.81815,0.8289525000000001
aasub,8,train_rmse,0.8104,0.8116000000000001,0.813005
aasub,9,test_rmse,0.8107325000000001,0.82215,0.8347050000000001
aasub,9,train_rmse,0.8153475,0.8168000000000001,0.8180525000000001
