featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7703949999999999,0.7808999999999999,0.7919774999999999
aasub,1,train_rmse,0.7747475,0.77595,0.7771
aasub,10,test_rmse,0.79948,0.81135,0.8227975000000001
aasub,10,train_rmse,0.804195,0.8054,0.8067000000000001
aasub,11,test_rmse,0.8045175,0.8153,0.827115
aasub,11,train_rmse,0.8089475,0.8103,0.8114525
aasub,12,test_rmse,0.816965,0.82755,0.8397675
aasub,12,train_rmse,0.8210475,0.8224,0.823605
aasub,13,test_rmse,0.8142,0.82515,0.8372200000000001
aasub,13,train_rmse,0.8182475,0.8197000000000001,0.8209000000000001
aasub,14,test_rmse,0.80019,0.81115,0.8239675
aasub,14,train_rmse,0.8047475000000002,0.8062,0.8074
aasub,15,test_rmse,0.7932999999999999,0.8045,0.815815
aasub,15,train_rmse,0.7978474999999999,0.7990999999999999,0.8003
aasub,16,test_rmse,0.8088025000000001,0.82025,0.8328200000000001
aasub,16,train_rmse,0.8136000000000001,0.8150000000000001,0.8163050000000001
aasub,17,test_rmse,0.8179500000000001,0.8305,0.843075
aasub,17,train_rmse,0.82349000000000006,0.8249000000000001,0.8263050000000001
aasub,18,test_rmse,0.7981174999999999,0.8104,0.8220000000000001
aasub,18,train_rmse,0.8037475000000001,0.805,0.8063525
aasub,19,test_rmse,0.7997075,0.8108500000000001,0.8223050000000001
aasub,19,train_rmse,0.8039475,0.80525,0.806505
aasub,2,test_rmse,0.7954474999999999,0.8059000000000001,0.8178175000000001
aasub,2,train_rmse,0.7986424999999999,0.8,0.8012
aasub,20,test_rmse,0.8050900000000001,0.8158000000000001,0.8273625
aasub,20,train_rmse,0.8092475,0.8105,0.8117000000000001
aasub,3,test_rmse,0.81147,0.8227500000000001,0.83572
aasub,3,train_rmse,0.8155475000000001,0.8170000000000001,0.8182525
aasub,4,test_rmse,0.7938375,0.80495,0.818565
aasub,4,train_rmse,0.7985424999999999,0.8001,0.8013
aasub,5,test_rmse,0.8105475,0.8218000000000001,0.8341575000000001
aasub,5,train_rmse,0.8153,0.8167500000000001,0.8180000000000001
aasub,6,test_rmse,0.814195,0.8256000000000001,0.8374524999999999
aasub,6,train_rmse,0.8184,0.8197000000000001,0.8210000000000001
aasub,7,test_rmse,0.8153025,0.82755,0.8398625000000001
aasub,7,train_rmse,0.8206000000000001,0.8220000000000001,0.823305
aasub,8,test_rmse,0.81908,0.8309500000000001,0.8433150000000001
aasub,8,train_rmse,0.8240475,0.8254,0.8267525000000001
aasub,9,test_rmse,0.7991949999999999,0.8105500000000001,0.8219050000000001
aasub,9,train_rmse,0.8039000000000001,0.8051,0.8064
