featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.74569,0.7555000000000001,0.7667575
aasub,1,train_rmse,0.7481475,0.7494999999999999,0.7505525
aasub,10,test_rmse,0.7718225,0.7853499999999999,0.7986774999999999
aasub,10,train_rmse,0.7782475,0.7798,0.7812524999999999
aasub,11,test_rmse,0.7615475,0.7707,0.7805099999999999
aasub,11,train_rmse,0.7639,0.765,0.7660525
aasub,12,test_rmse,0.7583475,0.7706,0.7820624999999999
aasub,12,train_rmse,0.7633,0.7646000000000001,0.7659
aasub,13,test_rmse,0.7703,0.7807999999999999,0.7922099999999999
aasub,13,train_rmse,0.7738,0.77505,0.7763
aasub,14,test_rmse,0.75968,0.7697,0.7819099999999999
aasub,14,train_rmse,0.7635,0.7649,0.7660525
aasub,15,test_rmse,0.7569,0.76705,0.7789125
aasub,15,train_rmse,0.759195,0.7605,0.7616
aasub,16,test_rmse,0.7552,0.76745,0.7773725
aasub,16,train_rmse,0.7599425,0.7611,0.7624
aasub,17,test_rmse,0.7889324999999999,0.7999499999999999,0.8124725
aasub,17,train_rmse,0.7927474999999999,0.7940999999999999,0.7953524999999999
aasub,18,test_rmse,0.7772325,0.7878999999999999,0.8002675000000001
aasub,18,train_rmse,0.7815474999999998,0.7828999999999999,0.7840524999999999
aasub,19,test_rmse,0.775695,0.78775,0.8010625
aasub,19,train_rmse,0.7811474999999999,0.7826,0.7839524999999998
aasub,2,test_rmse,0.7811224999999999,0.7921999999999999,0.8042
aasub,2,train_rmse,0.7847,0.7860499999999999,0.7873049999999999
aasub,20,test_rmse,0.7805424999999999,0.7892999999999999,0.8016775
aasub,20,train_rmse,0.7828949999999999,0.7842999999999999,0.7852999999999999
aasub,3,test_rmse,0.76898,0.7800499999999999,0.7902149999999999
aasub,3,train_rmse,0.7727475,0.7739,0.7751
aasub,4,test_rmse,0.7564,0.76775,0.7790875
aasub,4,train_rmse,0.760195,0.7614,0.7626525000000001
aasub,5,test_rmse,0.7756175000000001,0.7861499999999999,0.7968724999999999
aasub,5,train_rmse,0.7797475,0.7809499999999999,0.7821049999999998
aasub,6,test_rmse,0.7804274999999998,0.7918999999999999,0.8045625000000001
aasub,6,train_rmse,0.7847474999999999,0.7861999999999999,0.7874524999999999
aasub,7,test_rmse,0.7705474999999999,0.78155,0.79122
aasub,7,train_rmse,0.7742475,0.7753,0.7765525
aasub,8,test_rmse,0.7603375,0.7732,0.7841624999999999
aasub,8,train_rmse,0.7665474999999999,0.7677,0.7692
aasub,9,test_rmse,0.75837,0.76955,0.7811624999999999
aasub,9,train_rmse,0.7624,0.76365,0.7649524999999999
