featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7817949999999999,0.79275,0.8029050000000001
aasub,1,train_rmse,0.7857475,0.7869499999999999,0.7880999999999999
aasub,10,test_rmse,0.8070425000000001,0.8199500000000001,0.8312625
aasub,10,train_rmse,0.8128000000000001,0.8141,0.8154525
aasub,11,test_rmse,0.8035475000000001,0.81505,0.826925
aasub,11,train_rmse,0.8082475,0.8096000000000001,0.8109000000000001
aasub,12,test_rmse,0.7993424999999998,0.8108000000000001,0.8198525000000001
aasub,12,train_rmse,0.8036000000000001,0.8046000000000001,0.8059525000000001
aasub,13,test_rmse,0.8053125000000001,0.8159000000000001,0.8283625000000001
aasub,13,train_rmse,0.8094,0.8108000000000001,0.8119050000000001
aasub,14,test_rmse,0.8058749999999999,0.8184,0.83042
aasub,14,train_rmse,0.8109475,0.8123,0.8136525000000001
aasub,15,test_rmse,0.7887949999999999,0.79975,0.8094575
aasub,15,train_rmse,0.792395,0.7934999999999999,0.7947
aasub,16,test_rmse,0.7923849999999999,0.80395,0.815815
aasub,16,train_rmse,0.7969474999999999,0.7982999999999999,0.7996525
aasub,17,test_rmse,0.7958999999999999,0.80705,0.8198775
aasub,17,train_rmse,0.8003475,0.8018500000000001,0.8030525
aasub,18,test_rmse,0.8117375,0.8243,0.8356525000000001
aasub,18,train_rmse,0.8175,0.8188000000000001,0.8202
aasub,19,test_rmse,0.8200550000000001,0.8320000000000001,0.8436525000000001
aasub,19,train_rmse,0.8254,0.8267000000000001,0.8280050000000001
aasub,2,test_rmse,0.80069,0.8127500000000001,0.8239350000000001
aasub,2,train_rmse,0.8054950000000001,0.8067000000000001,0.8080525000000001
aasub,20,test_rmse,0.7947,0.8058500000000001,0.8165525
aasub,20,train_rmse,0.7984999999999999,0.79965,0.8008525000000001
aasub,3,test_rmse,0.8077425,0.8186,0.829405
aasub,3,train_rmse,0.8115,0.8127000000000001,0.8139000000000001
aasub,4,test_rmse,0.7727,0.7829499999999999,0.7926149999999998
aasub,4,train_rmse,0.7764949999999999,0.7777000000000001,0.7788
aasub,5,test_rmse,0.8028175,0.81325,0.8266000000000001
aasub,5,train_rmse,0.8066000000000001,0.8081,0.8092525
aasub,6,test_rmse,0.7869474999999999,0.7980499999999999,0.8092575
aasub,6,train_rmse,0.7918475,0.7930999999999999,0.7942999999999999
aasub,7,test_rmse,0.8022475,0.8143,0.8261525000000001
aasub,7,train_rmse,0.8076000000000001,0.8089000000000001,0.8103
aasub,8,test_rmse,0.7985175,0.8104,0.8233525
aasub,8,train_rmse,0.8038475,0.80525,0.806605
aasub,9,test_rmse,0.8098799999999999,0.82135,0.8330575
aasub,9,train_rmse,0.8147475000000001,0.8161,0.8174
