featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7495375,0.7596,0.7708
aasub,1,train_rmse,0.7519,0.7532,0.7542525
aasub,10,test_rmse,0.7550475,0.76635,0.7777875000000001
aasub,10,train_rmse,0.7584949999999999,0.7598,0.761
aasub,11,test_rmse,0.7317674999999999,0.7423,0.7504449999999999
aasub,11,train_rmse,0.733695,0.7346,0.7357575000000001
aasub,12,test_rmse,0.7464325,0.75755,0.7679575000000001
aasub,12,train_rmse,0.7503475,0.7515,0.7527524999999999
aasub,13,test_rmse,0.7517425,0.76185,0.7719675
aasub,13,train_rmse,0.7540475,0.75515,0.7562525
aasub,14,test_rmse,0.73159,0.7415499999999999,0.752475
aasub,14,train_rmse,0.7340424999999999,0.73525,0.7363999999999999
aasub,15,test_rmse,0.7558475,0.7659,0.776205
aasub,15,train_rmse,0.7586,0.7598,0.7608
aasub,16,test_rmse,0.7451475,0.75695,0.7669524999999999
aasub,16,train_rmse,0.7495475,0.7506,0.752
aasub,17,test_rmse,0.75217,0.76345,0.7752399999999999
aasub,17,train_rmse,0.7566950000000001,0.75805,0.7593
aasub,18,test_rmse,0.73288,0.74265,0.75361
aasub,18,train_rmse,0.7358,0.73695,0.7380525
aasub,19,test_rmse,0.7714475,0.7813999999999999,0.7918624999999999
aasub,19,train_rmse,0.7731475,0.7743,0.7753525
aasub,2,test_rmse,0.7477475,0.7587,0.7693300000000001
aasub,2,train_rmse,0.7511475000000001,0.7523,0.7535525000000001
aasub,20,test_rmse,0.7624325000000001,0.773,0.7848099999999999
aasub,20,train_rmse,0.7658475,0.7672,0.7683525
aasub,3,test_rmse,0.7560425,0.76555,0.7744525
aasub,3,train_rmse,0.7589475000000001,0.75995,0.761
aasub,4,test_rmse,0.7585275,0.7678,0.7793725
aasub,4,train_rmse,0.7602,0.76155,0.7625525
aasub,5,test_rmse,0.7260849999999999,0.73495,0.7456975000000001
aasub,5,train_rmse,0.727495,0.7287,0.7297
aasub,6,test_rmse,0.7435025,0.7553,0.7657575000000001
aasub,6,train_rmse,0.7481475,0.7493,0.7506575
aasub,7,test_rmse,0.7516475,0.7617,0.77081
aasub,7,train_rmse,0.7535475,0.7546,0.7556525000000001
aasub,8,test_rmse,0.77869,0.7900499999999999,0.8025
aasub,8,train_rmse,0.7824999999999999,0.7838499999999999,0.7851524999999999
aasub,9,test_rmse,0.7510475,0.7617,0.7720575000000001
aasub,9,train_rmse,0.7535475,0.7547,0.7559525
