featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.716995,0.7275,0.73755250000000006
aasub,1,train_rmse,0.719,0.7201,0.7212999999999999
aasub,10,test_rmse,0.718185,0.7273,0.7368625
aasub,10,train_rmse,0.7191,0.7202,0.7212
aasub,100,test_rmse,0.719495,0.72875,0.7392049999999999
aasub,100,train_rmse,0.7207475,0.7219,0.7229525
aasub,101,test_rmse,0.71479,0.72385,0.7342624999999999
aasub,101,train_rmse,0.715895,0.71705,0.7180525
aasub,102,test_rmse,0.7183474999999999,0.7273499999999999,0.7375575000000001
aasub,102,train_rmse,0.7192999999999999,0.7204999999999999,0.7214999999999999
aasub,103,test_rmse,0.7193375,0.7283499999999999,0.73891
aasub,103,train_rmse,0.7206475000000001,0.7218,0.7228
aasub,104,test_rmse,0.7114474999999999,0.7202999999999999,0.7311399999999999
aasub,104,train_rmse,0.7129475000000001,0.7141,0.7151
aasub,105,test_rmse,0.7200949999999999,0.72915,0.7390575
aasub,105,train_rmse,0.7212,0.7222999999999999,0.7233525
aasub,106,test_rmse,0.7165325,0.72625,0.7370249999999999
aasub,106,train_rmse,0.7180949999999999,0.7192999999999999,0.7204524999999999
aasub,107,test_rmse,0.7197475,0.7288,0.7391099999999999
aasub,107,train_rmse,0.7206,0.7218,0.7227524999999999
aasub,108,test_rmse,0.7133474999999999,0.7219,0.7330924999999999
aasub,108,train_rmse,0.7142424999999999,0.7154999999999999,0.7163999999999999
aasub,109,test_rmse,0.7149425,0.7239,0.73371
aasub,109,train_rmse,0.7161,0.71715,0.7181525
aasub,11,test_rmse,0.720595,0.7293,0.74011
aasub,11,train_rmse,0.7214999999999999,0.7227,0.7237
aasub,110,test_rmse,0.7179849999999999,0.7277,0.73782
aasub,110,train_rmse,0.719295,0.7204499999999999,0.7215525
aasub,111,test_rmse,0.7190475,0.729,0.7394149999999999
aasub,111,train_rmse,0.7211,0.7222999999999999,0.7233525
aasub,112,test_rmse,0.7189325,0.72795,0.738105
aasub,112,train_rmse,0.7202,0.7212999999999999,0.7222999999999999
aasub,113,test_rmse,0.709195,0.7184499999999999,0.728705
aasub,113,train_rmse,0.7102999999999999,0.7114499999999999,0.7124999999999999
aasub,114,test_rmse,0.7198475,0.7285999999999999,0.740005
aasub,114,train_rmse,0.7209475,0.7222,0.7232
aasub,115,test_rmse,0.718865,0.7283499999999999,0.7388
aasub,115,train_rmse,0.7204474999999999,0.7216,0.7226525
aasub,116,test_rmse,0.7195475,0.72885,0.7387050000000001
aasub,116,train_rmse,0.721,0.7221,0.7232
aasub,117,test_rmse,0.7120799999999999,0.7216,0.7313149999999999
aasub,117,train_rmse,0.7132,0.7142999999999999,0.7152999999999999
aasub,118,test_rmse,0.7152999999999999,0.7242,0.7346575
aasub,118,train_rmse,0.7161949999999999,0.7173499999999999,0.7182999999999999
aasub,119,test_rmse,0.7159899999999999,0.72505,0.7359100000000001
aasub,119,train_rmse,0.7170475,0.7182999999999999,0.7192999999999999
aasub,12,test_rmse,0.711495,0.7207,0.73091
aasub,12,train_rmse,0.713,0.7141,0.7151
aasub,120,test_rmse,0.7112125,0.72085,0.7304925
aasub,120,train_rmse,0.7122949999999999,0.7133999999999999,0.714505
aasub,121,test_rmse,0.71299,0.7223999999999999,0.7327775
aasub,121,train_rmse,0.7143474999999999,0.7154999999999999,0.7165524999999999
aasub,122,test_rmse,0.7193425,0.72865,0.7389
