featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7149425,0.724,0.73491
aasub,1,train_rmse,0.716,0.7172999999999999,0.7182525
aasub,10,test_rmse,0.7152,0.72325,0.7339825
aasub,10,train_rmse,0.7154425,0.7166,0.7175525
aasub,100,test_rmse,0.7208375,0.7293,0.7404200000000001
aasub,100,train_rmse,0.7218,0.723,0.724
aasub,101,test_rmse,0.7192999999999999,0.728,0.7384525
aasub,101,train_rmse,0.7203474999999999,0.7214999999999999,0.7224999999999999
aasub,102,test_rmse,0.7149425,0.72395,0.7340625000000001
aasub,102,train_rmse,0.7161,0.7172,0.7182525
aasub,103,test_rmse,0.7148375,0.7233499999999999,0.73393
aasub,103,train_rmse,0.7157,0.71685,0.7178525
aasub,104,test_rmse,0.7110474999999999,0.72075,0.7303299999999999
aasub,104,train_rmse,0.7127,0.7137,0.7148
aasub,105,test_rmse,0.7212375,0.7302,0.7412049999999999
aasub,105,train_rmse,0.7226,0.7238,0.7248525
aasub,106,test_rmse,0.7202899999999999,0.72905,0.73871
aasub,106,train_rmse,0.7212474999999999,0.7222999999999999,0.7232999999999999
aasub,107,test_rmse,0.7139899999999999,0.72405,0.734545
aasub,107,train_rmse,0.7160424999999999,0.7172,0.7183525
aasub,108,test_rmse,0.7141474999999999,0.72325,0.73271
aasub,108,train_rmse,0.7149,0.716,0.717
aasub,109,test_rmse,0.712675,0.72215,0.7305675
aasub,109,train_rmse,0.7141949999999999,0.7151,0.7161525
aasub,11,test_rmse,0.7204999999999999,0.72965,0.740405
aasub,11,train_rmse,0.7215475,0.7227,0.7237525
aasub,110,test_rmse,0.7148425,0.724,0.7334049999999999
aasub,110,train_rmse,0.7163474999999999,0.7173999999999999,0.7183999999999999
aasub,111,test_rmse,0.715175,0.7252,0.7355525
aasub,111,train_rmse,0.7171474999999999,0.7182499999999999,0.7193525
aasub,112,test_rmse,0.71848,0.72775,0.738415
aasub,112,train_rmse,0.7201474999999999,0.7212999999999999,0.7223525
aasub,113,test_rmse,0.715595,0.72485,0.7355575
aasub,113,train_rmse,0.7172999999999999,0.7184999999999999,0.7195524999999999
aasub,114,test_rmse,0.7072275,0.71595,0.7276674999999999
aasub,114,train_rmse,0.7080474999999999,0.7092999999999999,0.7103524999999999
aasub,115,test_rmse,0.7150475,0.72425,0.7348
aasub,115,train_rmse,0.7162,0.7173999999999999,0.7183999999999999
aasub,116,test_rmse,0.7124474999999999,0.7222999999999999,0.7313624999999999
aasub,116,train_rmse,0.7138475,0.7149,0.716
aasub,117,test_rmse,0.717595,0.72725,0.737705
aasub,117,train_rmse,0.7193475,0.7203999999999999,0.7214999999999999
aasub,118,test_rmse,0.7159949999999999,0.7248,0.7354624999999999
aasub,118,train_rmse,0.7170949999999999,0.7182999999999999,0.7192524999999999
aasub,119,test_rmse,0.7151375,0.72465,0.7360724999999999
aasub,119,train_rmse,0.7164999999999999,0.71775,0.7188525
aasub,12,test_rmse,0.72089,0.7301,0.7403575
aasub,12,train_rmse,0.7222474999999999,0.7233999999999999,0.7244999999999999
aasub,120,test_rmse,0.718485,0.7273999999999999,0.7382525
aasub,120,train_rmse,0.7196475,0.7208,0.7218525
aasub,121,test_rmse,0.7119949999999999,0.7218,0.7327224999999999
aasub,121,train_rmse,0.7136425,0.7149,0.7159
aasub,122,test_rmse,0.7149475000000001,0.7235,0.73393
aasub,122,train_rmse,0.7159,0.717,0.7179
aasub,123,test_rmse,0.7189375,0.72865,0.7385625
aasub,123,train_rmse,0.7207475,0.7218,0.7229525
aasub,124,test_rmse,0.7188,0.7276,0.7381575
aasub,124,train_rmse,0.719795,0.72095,0.7219
aasub,125,test_rmse,0.7173475,0.7261,0.7368525
aasub,125,train_rmse,0.718,0.7192,0.7201
aasub,126,test_rmse,0.7101424999999999,0.7189,0.7299675
aasub,126,train_rmse,0.7109475,0.7121999999999999,0.7131524999999999
aasub,127,test_rmse,0.7221375,0.73105,0.741505
aasub,127,train_rmse,0.7231474999999999,0.7242999999999999,0.7253999999999999
aasub,128,test_rmse,0.713,0.7228,0.7323725
aasub,128,train_rmse,0.7153474999999999,0.7163999999999999,0.7174999999999999
aasub,129,test_rmse,0.7215849999999999,0.7308,0.7413
aasub,129,train_rmse,0.7227475000000001,0.7239,0.724905
aasub,13,test_rmse,0.7204375000000001,0.7292,0.7397525
aasub,13,train_rmse,0.7214474999999999,0.7226,0.7236
aasub,130,test_rmse,0.719395,0.72865,0.7394525
aasub,130,train_rmse,0.7209475,0.72215,0.7232
aasub,131,test_rmse,0.7188425,0.7283,0.738615
aasub,131,train_rmse,0.72,0.7212,0.7222525
aasub,132,test_rmse,0.7119424999999999,0.7215,0.731215
aasub,132,train_rmse,0.7134999999999999,0.71455,0.7156525
aasub,133,test_rmse,0.7171225000000001,0.7264999999999999,0.7379525
aasub,133,train_rmse,0.7183999999999999,0.7196,0.7206525
aasub,134,test_rmse,0.71937,0.72905,0.7395149999999999
aasub,134,train_rmse,0.721095,0.7222999999999999,0.7234049999999999
aasub,135,test_rmse,0.717295,0.7273,0.73742
aasub,135,train_rmse,0.7194474999999999,0.72055,0.7216525
aasub,136,test_rmse,0.7149375,0.7239,0.7347199999999999
aasub,136,train_rmse,0.715895,0.7171,0.7181
aasub,137,test_rmse,0.7181474999999999,0.72725,0.7377675
aasub,137,train_rmse,0.7197,0.72085,0.7219
aasub,138,test_rmse,0.71759,0.7263,0.73713
aasub,138,train_rmse,0.7183474999999999,0.7195499999999999,0.7205524999999999
aasub,139,test_rmse,0.7143999999999999,0.72425,0.73361
aasub,139,train_rmse,0.7158475,0.7169,0.7180525
aasub,14,test_rmse,0.7211175,0.7297,0.74052
aasub,14,train_rmse,0.7219949999999999,0.7232,0.724205
aasub,140,test_rmse,0.71089,0.7195499999999999,0.7290875
aasub,140,train_rmse,0.7117475,0.7128,0.7137525
aasub,141,test_rmse,0.7202424999999999,0.7293499999999999,0.7398575000000001
aasub,141,train_rmse,0.7213475,0.72255,0.7235525
aasub,142,test_rmse,0.7194474999999999,0.7281,0.7383675000000001
aasub,142,train_rmse,0.7205474999999999,0.7217,0.7227524999999999
aasub,143,test_rmse,0.715695,0.72485,0.7350574999999999
aasub,143,train_rmse,0.7169,0.718,0.7190525
aasub,144,test_rmse,0.7104374999999999,0.7194499999999999,0.7291574999999999
aasub,144,train_rmse,0.7119,0.713,0.714
aasub,145,test_rmse,0.7127425,0.7222,0.732305
aasub,145,train_rmse,0.7142,0.7152999999999999,0.7163999999999999
aasub,146,test_rmse,0.71818,0.7272,0.7376125
aasub,146,train_rmse,0.71909,0.7202,0.7212525
aasub,147,test_rmse,0.7132325,0.72175,0.732005
aasub,147,train_rmse,0.7138,0.715,0.7159525
aasub,148,test_rmse,0.7133949999999999,0.7222,0.73151
aasub,148,train_rmse,0.7144474999999999,0.7154499999999999,0.7164999999999999
aasub,149,test_rmse,0.7020474999999999,0.7113499999999999,0.721005
aasub,149,train_rmse,0.7032999999999999,0.7043999999999999,0.7054524999999999
aasub,15,test_rmse,0.7156899999999999,0.7253,0.735605
aasub,15,train_rmse,0.7178,0.7189,0.7199525
aasub,150,test_rmse,0.71149,0.72025,0.7299625
aasub,150,train_rmse,0.7128475,0.7139,0.7149
aasub,151,test_rmse,0.7135425,0.72285,0.7318525
aasub,151,train_rmse,0.7150475,0.71605,0.7171
aasub,152,test_rmse,0.7186950000000001,0.7282,0.73821
aasub,152,train_rmse,0.7202474999999999,0.7213499999999999,0.7224524999999999
aasub,153,test_rmse,0.7074349999999999,0.7168,0.7272574999999999
aasub,153,train_rmse,0.7089475,0.71015,0.7112099999999999
aasub,154,test_rmse,0.7195374999999999,0.7283999999999999,0.7391574999999999
aasub,154,train_rmse,0.7204999999999999,0.7217,0.7227524999999999
aasub,155,test_rmse,0.7183424999999999,0.7273499999999999,0.7373574999999999
aasub,155,train_rmse,0.7194474999999999,0.7206,0.7216
aasub,156,test_rmse,0.70939,0.7194999999999999,0.7292099999999999
aasub,156,train_rmse,0.7113474999999999,0.7124999999999999,0.7136525
aasub,157,test_rmse,0.7191424999999999,0.7283999999999999,0.738305
aasub,157,train_rmse,0.7202,0.7212999999999999,0.7223525
aasub,158,test_rmse,0.7182,0.72725,0.7376525
aasub,158,train_rmse,0.7194999999999999,0.72055,0.7216
aasub,159,test_rmse,0.7092275,0.7185999999999999,0.72912
aasub,159,train_rmse,0.7105475,0.7117,0.7128
aasub,16,test_rmse,0.7178,0.7273,0.737305
aasub,16,train_rmse,0.7190475,0.72015,0.7212
aasub,160,test_rmse,0.71729,0.7253999999999999,0.7360575
aasub,160,train_rmse,0.7177,0.71885,0.7198
aasub,161,test_rmse,0.7160949999999999,0.72515,0.7356874999999999
aasub,161,train_rmse,0.7170949999999999,0.7182,0.7192999999999999
aasub,162,test_rmse,0.7150475,0.7239,0.7337
aasub,162,train_rmse,0.7163999999999999,0.7174499999999999,0.7184999999999999
aasub,163,test_rmse,0.7118,0.71995,0.7304625
aasub,163,train_rmse,0.7120474999999999,0.7132999999999999,0.7142
aasub,164,test_rmse,0.7191474999999999,0.728,0.73822
aasub,164,train_rmse,0.7202949999999999,0.7214499999999999,0.7224524999999999
aasub,165,test_rmse,0.7206125,0.7295,0.7404625
aasub,165,train_rmse,0.7217475,0.723,0.7239525
aasub,166,test_rmse,0.717395,0.7263999999999999,0.737605
aasub,166,train_rmse,0.7186,0.7198,0.7208524999999999
aasub,167,test_rmse,0.7156425,0.7253499999999999,0.735805
aasub,167,train_rmse,0.7172474999999999,0.7183999999999999,0.7194999999999999
aasub,168,test_rmse,0.7158,0.7243499999999999,0.7350175
aasub,168,train_rmse,0.71639,0.7174999999999999,0.7184999999999999
aasub,169,test_rmse,0.7172,0.7263499999999999,0.7361875
aasub,169,train_rmse,0.7182474999999999,0.7193499999999999,0.7203525
aasub,17,test_rmse,0.7212799999999999,0.73005,0.7407050000000001
aasub,17,train_rmse,0.7226,0.7238,0.7247524999999999
aasub,170,test_rmse,0.7149,0.72365,0.73281
aasub,170,train_rmse,0.7152,0.7162499999999999,0.7172524999999998
aasub,171,test_rmse,0.7177374999999999,0.7268,0.7369825
aasub,171,train_rmse,0.7187,0.7199,0.7208524999999999
aasub,172,test_rmse,0.714185,0.72425,0.7337625
aasub,172,train_rmse,0.7157475,0.7168,0.718
aasub,173,test_rmse,0.7166,0.72625,0.7367575
aasub,173,train_rmse,0.7179949999999999,0.7191,0.7202
aasub,174,test_rmse,0.7132425,0.72255,0.7322525
aasub,174,train_rmse,0.7144999999999999,0.7156,0.7166
aasub,175,test_rmse,0.7156475,0.72455,0.7343875
aasub,175,train_rmse,0.7163474999999999,0.7173999999999999,0.7184524999999999
aasub,176,test_rmse,0.7177,0.7264999999999999,0.7370249999999999
aasub,176,train_rmse,0.7185474999999999,0.7197,0.7207525
aasub,177,test_rmse,0.71699,0.72575,0.7362200000000001
aasub,177,train_rmse,0.717895,0.71905,0.72
aasub,178,test_rmse,0.7217849999999999,0.73,0.7408625
aasub,178,train_rmse,0.7227475000000001,0.72385,0.7248525
aasub,179,test_rmse,0.7197374999999999,0.72855,0.739605
aasub,179,train_rmse,0.7206475000000001,0.72185,0.7228525
aasub,18,test_rmse,0.7068375,0.71605,0.726125
aasub,18,train_rmse,0.7081474999999999,0.7092499999999999,0.7102525
aasub,180,test_rmse,0.720995,0.72975,0.7403575
aasub,180,train_rmse,0.7218475,0.723,0.724
aasub,181,test_rmse,0.712385,0.72055,0.7309574999999999
aasub,181,train_rmse,0.7129475000000001,0.7141,0.7150524999999999
aasub,182,test_rmse,0.7208475,0.72965,0.740105
aasub,182,train_rmse,0.7218475,0.723,0.7239525
aasub,183,test_rmse,0.7182474999999999,0.7279,0.7381725
aasub,183,train_rmse,0.7199475,0.7211,0.7222
aasub,184,test_rmse,0.71759,0.7271,0.7368775
aasub,184,train_rmse,0.7191474999999999,0.7202,0.7212999999999999
aasub,185,test_rmse,0.7142,0.7232,0.73373
aasub,185,train_rmse,0.7148475,0.7161,0.7171
aasub,186,test_rmse,0.7185375,0.72825,0.737605
aasub,186,train_rmse,0.7197475,0.7208,0.7218
aasub,187,test_rmse,0.71839,0.727,0.7375575000000001
aasub,187,train_rmse,0.7192999999999999,0.7204999999999999,0.7214524999999998
aasub,188,test_rmse,0.7190375,0.729,0.740405
aasub,188,train_rmse,0.7209,0.7222,0.7232999999999999
aasub,189,test_rmse,0.7199475,0.7287,0.7390575
aasub,189,train_rmse,0.7209,0.7221,0.7231
aasub,19,test_rmse,0.7174375,0.7262,0.737015
aasub,19,train_rmse,0.7184999999999999,0.7197,0.7207525
aasub,190,test_rmse,0.7200899999999999,0.72875,0.7390575
aasub,190,train_rmse,0.7210475000000001,0.7222,0.7232
aasub,191,test_rmse,0.71316,0.7225999999999999,0.7336149999999999
aasub,191,train_rmse,0.7142999999999999,0.7154999999999999,0.7165524999999999
aasub,192,test_rmse,0.7169475000000001,0.7263,0.7365875
aasub,192,train_rmse,0.7183949999999999,0.7196,0.7206525
aasub,193,test_rmse,0.72089,0.73005,0.740305
aasub,193,train_rmse,0.7219475,0.7231,0.7241525
aasub,194,test_rmse,0.72129,0.73025,0.740405
aasub,194,train_rmse,0.7222999999999999,0.7233999999999999,0.7243999999999999
aasub,195,test_rmse,0.7207699999999999,0.7293499999999999,0.7403
aasub,195,train_rmse,0.7217475,0.7229,0.723905
aasub,196,test_rmse,0.7178,0.72645,0.7366524999999999
aasub,196,train_rmse,0.7190475,0.7202,0.7211524999999999
aasub,197,test_rmse,0.7141424999999999,0.7231,0.7325725
aasub,197,train_rmse,0.7151474999999999,0.7162,0.7172
aasub,198,test_rmse,0.7122325,0.72105,0.7324875
aasub,198,train_rmse,0.7134474999999999,0.7147,0.7157525
aasub,199,test_rmse,0.7185474999999999,0.72795,0.7385525
aasub,199,train_rmse,0.7200475,0.7212,0.7222
aasub,2,test_rmse,0.713595,0.72185,0.732505
aasub,2,train_rmse,0.7138475,0.715,0.7159525
aasub,20,test_rmse,0.7197849999999999,0.72875,0.7395575
aasub,20,train_rmse,0.7209475,0.7222,0.7231525
aasub,200,test_rmse,0.7145225,0.72385,0.7342675000000001
aasub,200,train_rmse,0.7160949999999999,0.7172,0.7182525
aasub,201,test_rmse,0.7209425,0.72995,0.7401525
aasub,201,train_rmse,0.7224999999999999,0.7235499999999999,0.7246
aasub,202,test_rmse,0.7136475,0.72305,0.7333524999999999
aasub,202,train_rmse,0.7152999999999999,0.7164999999999999,0.7174999999999999
aasub,203,test_rmse,0.715575,0.7252,0.7356525
aasub,203,train_rmse,0.7169475000000001,0.7181,0.7192049999999999
aasub,204,test_rmse,0.7145425,0.72415,0.7351624999999999
aasub,204,train_rmse,0.7157,0.71685,0.7179
aasub,205,test_rmse,0.715185,0.72455,0.735835
aasub,205,train_rmse,0.7166950000000001,0.7179,0.7189524999999999
aasub,206,test_rmse,0.7069425,0.7172499999999999,0.7274999999999999
aasub,206,train_rmse,0.7086475,0.7098,0.7109525
aasub,207,test_rmse,0.7130949999999999,0.7227,0.7320675
aasub,207,train_rmse,0.7146,0.7157,0.7167525
aasub,208,test_rmse,0.7160124999999999,0.7263999999999999,0.7355050000000001
aasub,208,train_rmse,0.7176,0.71865,0.719805
aasub,209,test_rmse,0.7092849999999999,0.71855,0.7294875
aasub,209,train_rmse,0.7107475,0.7119,0.7129525
aasub,21,test_rmse,0.718285,0.7277,0.7376
aasub,21,train_rmse,0.7197475,0.72085,0.7219525
aasub,210,test_rmse,0.7138849999999999,0.7234499999999999,0.73351
aasub,210,train_rmse,0.7154474999999999,0.7166,0.7176525
aasub,211,test_rmse,0.7172425,0.72615,0.7371574999999999
aasub,211,train_rmse,0.7181,0.7192999999999999,0.7203525
aasub,212,test_rmse,0.71549,0.72475,0.7345625
aasub,212,train_rmse,0.7167475,0.7179,0.7189
aasub,213,test_rmse,0.7112475,0.7203999999999999,0.7306925
aasub,213,train_rmse,0.7123474999999999,0.7134999999999999,0.7145524999999999
aasub,214,test_rmse,0.7139,0.724,0.7338575
aasub,214,train_rmse,0.7156,0.7167,0.7178
aasub,215,test_rmse,0.716,0.725,0.7348625
aasub,215,train_rmse,0.7168475,0.7179,0.719
aasub,216,test_rmse,0.7170475,0.72595,0.7364525
aasub,216,train_rmse,0.7179,0.7191,0.7201
aasub,217,test_rmse,0.7085949999999999,0.71815,0.7291699999999999
aasub,217,train_rmse,0.7102899999999999,0.7114999999999999,0.7125524999999999
aasub,218,test_rmse,0.7166899999999999,0.72585,0.7359525
aasub,218,train_rmse,0.7176,0.7187,0.7197525
aasub,219,test_rmse,0.7177425,0.72695,0.7377525
aasub,219,train_rmse,0.719,0.7202999999999999,0.7213525
aasub,22,test_rmse,0.7167749999999999,0.7257,0.7354624999999999
aasub,22,train_rmse,0.7178,0.7189,0.7199525
aasub,220,test_rmse,0.7189475000000001,0.72825,0.7388049999999999
aasub,220,train_rmse,0.7203999999999999,0.7214999999999999,0.7225524999999999
aasub,221,test_rmse,0.718185,0.7267,0.7373625
aasub,221,train_rmse,0.7187,0.7199,0.7209
aasub,222,test_rmse,0.720585,0.7291,0.739805
aasub,222,train_rmse,0.7213999999999999,0.7226,0.7235525
aasub,223,test_rmse,0.715495,0.724,0.7347
aasub,223,train_rmse,0.7164474999999999,0.7176,0.7186525
aasub,224,test_rmse,0.7134474999999999,0.72275,0.7336775
aasub,224,train_rmse,0.714795,0.716,0.7171
aasub,225,test_rmse,0.7136374999999999,0.7229,0.7331525
aasub,225,train_rmse,0.7148475,0.716,0.717
aasub,226,test_rmse,0.7158224999999999,0.72525,0.7356525
aasub,226,train_rmse,0.7171,0.7182499999999999,0.7193525
aasub,227,test_rmse,0.7158899999999999,0.7243999999999999,0.735215
aasub,227,train_rmse,0.7167,0.71785,0.7188525
aasub,228,test_rmse,0.7189274999999999,0.7279,0.739105
aasub,228,train_rmse,0.7202999999999999,0.7216,0.7226525
aasub,229,test_rmse,0.7175175,0.7267,0.7373775
aasub,229,train_rmse,0.7188,0.72,0.721
aasub,23,test_rmse,0.717,0.7253499999999999,0.736915
aasub,23,train_rmse,0.7174474999999999,0.7187,0.7196525
aasub,230,test_rmse,0.71719,0.72615,0.7368675
aasub,230,train_rmse,0.7183999999999999,0.7196,0.7206525
aasub,231,test_rmse,0.7136425,0.72205,0.7324625
aasub,231,train_rmse,0.7146475000000001,0.7158,0.7168
aasub,232,test_rmse,0.717795,0.727,0.7371624999999999
aasub,232,train_rmse,0.7189475000000001,0.7201,0.7211
aasub,233,test_rmse,0.716185,0.72505,0.7348625
aasub,233,train_rmse,0.7172999999999999,0.7182999999999999,0.7192999999999999
aasub,234,test_rmse,0.7132999999999999,0.72265,0.7337575000000001
aasub,234,train_rmse,0.7143999999999999,0.7156,0.7166524999999999
aasub,235,test_rmse,0.7148425,0.7234499999999999,0.7338199999999999
aasub,235,train_rmse,0.7159,0.717,0.718
aasub,236,test_rmse,0.7174225000000001,0.72665,0.7377825
aasub,236,train_rmse,0.7184474999999999,0.7197,0.7207525
aasub,237,test_rmse,0.71519,0.7244499999999999,0.734935
aasub,237,train_rmse,0.7163424999999999,0.7174999999999999,0.7185524999999999
aasub,238,test_rmse,0.715895,0.7246,0.735015
aasub,238,train_rmse,0.7168475,0.718,0.719
aasub,239,test_rmse,0.71959,0.7291,0.7387050000000001
aasub,239,train_rmse,0.7208475,0.722,0.723
aasub,24,test_rmse,0.715795,0.72465,0.7355099999999999
