featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7233999999999999,0.7322,0.7426525
aasub,1,train_rmse,0.7231474999999999,0.72425,0.7252525
aasub,10,test_rmse,0.7233375,0.7324499999999999,0.7429525
aasub,10,train_rmse,0.7231474999999999,0.7242999999999999,0.7253
aasub,100,test_rmse,0.72298,0.7323,0.7431525
aasub,100,train_rmse,0.7230475000000001,0.7242,0.7253524999999998
aasub,11,test_rmse,0.723595,0.73255,0.742905
aasub,11,train_rmse,0.7233475,0.7244999999999999,0.7254999999999999
aasub,12,test_rmse,0.7231,0.7321,0.742605
aasub,12,train_rmse,0.7229475,0.7241,0.7251
aasub,13,test_rmse,0.7228375,0.732,0.7427674999999999
aasub,13,train_rmse,0.7224474999999999,0.7236,0.7246525
aasub,14,test_rmse,0.7233475,0.7323,0.7428525
aasub,14,train_rmse,0.7231,0.7242999999999999,0.7253
aasub,15,test_rmse,0.72299,0.7322,0.74271
aasub,15,train_rmse,0.723,0.7242,0.7252
aasub,16,test_rmse,0.7233375,0.73215,0.7428625
aasub,16,train_rmse,0.723095,0.72425,0.7252525
aasub,17,test_rmse,0.7231425,0.7323999999999999,0.7431049999999999
aasub,17,train_rmse,0.7232474999999999,0.7243999999999999,0.7254525
aasub,18,test_rmse,0.72359,0.7323999999999999,0.7428049999999999
aasub,18,train_rmse,0.7231,0.7242,0.7252
aasub,19,test_rmse,0.723295,0.73205,0.7426525
aasub,19,train_rmse,0.7229475,0.7242,0.7251525
aasub,2,test_rmse,0.7232425,0.73205,0.743
aasub,2,train_rmse,0.7232474999999999,0.7243999999999999,0.7254525
aasub,20,test_rmse,0.7233425,0.732,0.7430524999999999
aasub,20,train_rmse,0.7233999999999999,0.7246,0.7256525
aasub,21,test_rmse,0.723385,0.73225,0.7428049999999999
aasub,21,train_rmse,0.723395,0.7244999999999999,0.7255525
aasub,22,test_rmse,0.7234849999999999,0.7324499999999999,0.7428049999999999
aasub,22,train_rmse,0.7230475000000001,0.7242,0.7252525
aasub,23,test_rmse,0.723185,0.73185,0.742705
aasub,23,train_rmse,0.7232,0.7243999999999999,0.7253524999999998
aasub,24,test_rmse,0.722985,0.73225,0.7427575
aasub,24,train_rmse,0.7230475000000001,0.72415,0.7252525
aasub,25,test_rmse,0.72309,0.73215,0.743
aasub,25,train_rmse,0.7232,0.7243999999999999,0.7253524999999998
aasub,26,test_rmse,0.723095,0.73205,0.7427575
aasub,26,train_rmse,0.7229,0.724,0.7251525
aasub,27,test_rmse,0.7230325,0.7319,0.742705
aasub,27,train_rmse,0.7229,0.7241,0.7251525
aasub,28,test_rmse,0.723,0.7321,0.743
aasub,28,train_rmse,0.7232,0.7243999999999999,0.7253999999999999
aasub,29,test_rmse,0.7229,0.7319,0.7427625
aasub,29,train_rmse,0.723,0.72425,0.7252525
aasub,3,test_rmse,0.723295,0.7319,0.7430574999999999
aasub,3,train_rmse,0.7231,0.72425,0.7252
aasub,30,test_rmse,0.7230325,0.7323,0.74281
aasub,30,train_rmse,0.7232999999999999,0.7243999999999999,0.7254525
