featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7226275,0.7314499999999999,0.7422525
aasub,1,train_rmse,0.7237475,0.7249,0.7259525
aasub,10,test_rmse,0.7191949999999999,0.7284499999999999,0.7386525
aasub,10,train_rmse,0.7206,0.7217,0.7228
aasub,100,test_rmse,0.7207,0.7302,0.740915
aasub,100,train_rmse,0.7223999999999999,0.7234999999999999,0.7246525
aasub,101,test_rmse,0.7164275,0.72515,0.7355050000000001
aasub,101,train_rmse,0.7172474999999999,0.7183999999999999,0.7193525
aasub,102,test_rmse,0.72248,0.7313,0.742
aasub,102,train_rmse,0.7235475,0.7247,0.7257525
aasub,103,test_rmse,0.72258,0.73135,0.7421
aasub,103,train_rmse,0.7236475,0.7248,0.7258525
aasub,104,test_rmse,0.7181,0.7272,0.737905
aasub,104,train_rmse,0.7194474999999999,0.7207,0.7217
aasub,105,test_rmse,0.7122949999999999,0.72165,0.73141
aasub,105,train_rmse,0.7136,0.7147,0.7157525
aasub,106,test_rmse,0.7189425,0.72765,0.7374674999999999
aasub,106,train_rmse,0.7194474999999999,0.7204999999999999,0.7214524999999998
aasub,107,test_rmse,0.72048,0.73005,0.7408575
aasub,107,train_rmse,0.7221,0.7232999999999999,0.7243525
aasub,108,test_rmse,0.7200275,0.7299,0.7411049999999999
aasub,108,train_rmse,0.722,0.72325,0.7243525
aasub,109,test_rmse,0.72228,0.7312,0.7418
aasub,109,train_rmse,0.723495,0.7246,0.7256525
aasub,11,test_rmse,0.7211325,0.7302,0.740605
aasub,11,train_rmse,0.7224999999999999,0.72365,0.7246525
aasub,110,test_rmse,0.7207224999999999,0.7298,0.740215
aasub,110,train_rmse,0.722,0.72315,0.7241525
aasub,111,test_rmse,0.7215175,0.73015,0.7405575
aasub,111,train_rmse,0.7224474999999999,0.7234999999999999,0.7245524999999999
aasub,112,test_rmse,0.7148425,0.72445,0.7356149999999999
aasub,112,train_rmse,0.716595,0.7178,0.7189
aasub,113,test_rmse,0.7216,0.7301,0.7411099999999999
aasub,113,train_rmse,0.7223999999999999,0.7236,0.7244999999999999
aasub,114,test_rmse,0.71858,0.7276,0.7381624999999999
aasub,114,train_rmse,0.7199475,0.7211,0.7221525
aasub,115,test_rmse,0.7198475,0.729,0.7397050000000001
aasub,115,train_rmse,0.7212474999999999,0.7223999999999999,0.7233999999999999
aasub,116,test_rmse,0.721595,0.7303499999999999,0.741505
aasub,116,train_rmse,0.7225474999999999,0.7237,0.7247
aasub,117,test_rmse,0.71888,0.7279,0.7376525
aasub,117,train_rmse,0.7200475,0.7211,0.7221525
aasub,118,test_rmse,0.7184474999999999,0.7273,0.73740000000000006
aasub,118,train_rmse,0.7193999999999999,0.7204999999999999,0.7214999999999999
aasub,119,test_rmse,0.7185474999999999,0.7275499999999999,0.738505
aasub,119,train_rmse,0.7197,0.7209,0.7219
aasub,12,test_rmse,0.7171,0.7267,0.7371675
aasub,12,train_rmse,0.7186475000000001,0.7199,0.7209
aasub,120,test_rmse,0.7215849999999999,0.7303999999999999,0.7411049999999999
aasub,120,train_rmse,0.7226475,0.72385,0.7248525
aasub,121,test_rmse,0.72109,0.72975,0.74051
aasub,121,train_rmse,0.7222999999999999,0.7233999999999999,0.7244524999999999
aasub,122,test_rmse,0.72228,0.7313,0.742
aasub,122,train_rmse,0.7235475,0.7247,0.7257525
aasub,123,test_rmse,0.7188475,0.72775,0.7381099999999999
aasub,123,train_rmse,0.7197475,0.7209,0.7219
aasub,124,test_rmse,0.7211325,0.73075,0.7408
aasub,124,train_rmse,0.7225474999999999,0.72365,0.7247049999999999
aasub,125,test_rmse,0.72059,0.73045,0.740605
aasub,125,train_rmse,0.7221949999999999,0.7232999999999999,0.7243999999999999
aasub,126,test_rmse,0.7208475,0.73,0.7406675
