featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.71879,0.7275,0.73831
aasub,1,train_rmse,0.7198,0.721,0.7220525
aasub,10,test_rmse,0.7105475,0.7204999999999999,0.7299575
aasub,10,train_rmse,0.7120474999999999,0.7131,0.7142525
aasub,100,test_rmse,0.7134425,0.7228,0.732915
aasub,100,train_rmse,0.7146,0.71575,0.7168525
aasub,101,test_rmse,0.7185325,0.7275499999999999,0.7382725
aasub,101,train_rmse,0.7196475,0.7208,0.7218525
aasub,102,test_rmse,0.718995,0.7277,0.738725
aasub,102,train_rmse,0.7201,0.7212999999999999,0.7222999999999999
aasub,103,test_rmse,0.71928,0.72805,0.7389249999999999
aasub,103,train_rmse,0.7200949999999999,0.7212999999999999,0.7222999999999999
aasub,104,test_rmse,0.7158,0.7253499999999999,0.7356825
aasub,104,train_rmse,0.7172474999999999,0.7184499999999999,0.7194999999999999
aasub,105,test_rmse,0.708,0.7182999999999999,0.7277925
aasub,105,train_rmse,0.7103474999999999,0.7113999999999999,0.7126
aasub,106,test_rmse,0.7178,0.72665,0.7371099999999999
aasub,106,train_rmse,0.7190475,0.7202,0.7212
aasub,107,test_rmse,0.7170375,0.72705,0.736815
aasub,107,train_rmse,0.7186475000000001,0.7197,0.7208
aasub,108,test_rmse,0.7139899999999999,0.7232999999999999,0.7343
aasub,108,train_rmse,0.7156,0.71675,0.7178525
aasub,109,test_rmse,0.71249,0.7224999999999999,0.7316050000000001
aasub,109,train_rmse,0.7141,0.7151,0.7161525
aasub,11,test_rmse,0.7179475,0.72695,0.73721
aasub,11,train_rmse,0.7192,0.7202999999999999,0.7212999999999999
aasub,110,test_rmse,0.7182474999999999,0.7273,0.7380625
aasub,110,train_rmse,0.7193475,0.7204999999999999,0.7214999999999999
aasub,111,test_rmse,0.716885,0.7249,0.736215
aasub,111,train_rmse,0.7172999999999999,0.7184999999999999,0.719505
aasub,112,test_rmse,0.7109949999999999,0.7201,0.73021
aasub,112,train_rmse,0.7120474999999999,0.7132,0.7142
aasub,113,test_rmse,0.717285,0.72655,0.7364625
aasub,113,train_rmse,0.7186475000000001,0.71975,0.7208049999999999
aasub,114,test_rmse,0.7121374999999999,0.7216,0.73265
aasub,114,train_rmse,0.7137475,0.715,0.716
aasub,115,test_rmse,0.7110474999999999,0.7204499999999999,0.7300249999999999
aasub,115,train_rmse,0.7122999999999999,0.7132999999999999,0.7144524999999999
aasub,116,test_rmse,0.717295,0.7257,0.73671
aasub,116,train_rmse,0.7182474999999999,0.7193499999999999,0.7203999999999999
aasub,117,test_rmse,0.7157425,0.72485,0.7353
aasub,117,train_rmse,0.7171474999999999,0.7182999999999999,0.7193525
aasub,118,test_rmse,0.713695,0.7221,0.732215
aasub,118,train_rmse,0.7143999999999999,0.7154999999999999,0.7164999999999999
aasub,119,test_rmse,0.7183424999999999,0.727,0.7378775
aasub,119,train_rmse,0.7192,0.7203999999999999,0.7212999999999999
aasub,12,test_rmse,0.7132325,0.7224499999999999,0.7322575
aasub,12,train_rmse,0.7142474999999999,0.7153999999999999,0.7163999999999999
aasub,120,test_rmse,0.7151425,0.72415,0.734005
aasub,120,train_rmse,0.7163999999999999,0.7174999999999999,0.7184524999999999
aasub,121,test_rmse,0.7153474999999999,0.72465,0.7343824999999999
aasub,121,train_rmse,0.7168475,0.7179,0.7189
aasub,122,test_rmse,0.7063474999999999,0.716,0.7253574999999999
aasub,122,train_rmse,0.707495,0.7084999999999999,0.7096525
aasub,123,test_rmse,0.7086475,0.71875,0.72834
aasub,123,train_rmse,0.710495,0.7116,0.7127
aasub,124,test_rmse,0.7083999999999999,0.71885,0.728
aasub,124,train_rmse,0.7101999999999999,0.7111999999999999,0.7123999999999999
aasub,125,test_rmse,0.7165699999999999,0.72575,0.7359724999999999
aasub,125,train_rmse,0.7175425,0.7187,0.7197525
aasub,126,test_rmse,0.7092474999999999,0.71965,0.7288574999999999
aasub,126,train_rmse,0.7107475,0.7118,0.7129525
aasub,127,test_rmse,0.7191949999999999,0.72875,0.7391525
aasub,127,train_rmse,0.7207475,0.7219,0.7230524999999999
aasub,128,test_rmse,0.71279,0.72175,0.7320875
aasub,128,train_rmse,0.713795,0.715,0.7160525
aasub,129,test_rmse,0.7163375,0.7256499999999999,0.7364999999999999
aasub,129,train_rmse,0.7178,0.71905,0.7200525
aasub,13,test_rmse,0.7125425,0.722,0.73302
aasub,13,train_rmse,0.7138475,0.7151,0.7162
aasub,130,test_rmse,0.7121999999999999,0.72205,0.731505
aasub,130,train_rmse,0.7138475,0.7149,0.7159525
aasub,131,test_rmse,0.7143949999999999,0.7233499999999999,0.73481
aasub,131,train_rmse,0.7158,0.717,0.7180525
aasub,132,test_rmse,0.7125475,0.7211,0.7311524999999999
aasub,132,train_rmse,0.7128,0.7139,0.7149
aasub,133,test_rmse,0.710985,0.72085,0.7302775
aasub,133,train_rmse,0.7123474999999999,0.7133999999999999,0.7144524999999999
aasub,134,test_rmse,0.7155849999999999,0.7247,0.7348625
aasub,134,train_rmse,0.7166,0.7178,0.7188
aasub,135,test_rmse,0.7181375,0.7267,0.737915
aasub,135,train_rmse,0.719,0.7202,0.7212
aasub,136,test_rmse,0.7172425,0.726,0.7359724999999999
aasub,136,train_rmse,0.7182999999999999,0.7193999999999999,0.7203999999999999
aasub,137,test_rmse,0.7117849999999999,0.7202,0.7303024999999999
aasub,137,train_rmse,0.7123474999999999,0.7133999999999999,0.7143999999999999
aasub,138,test_rmse,0.7133949999999999,0.7236,0.7328574999999999
aasub,138,train_rmse,0.7149,0.716,0.7171
aasub,139,test_rmse,0.71158,0.7209,0.7317625
aasub,139,train_rmse,0.7129475000000001,0.7142,0.7152525
aasub,14,test_rmse,0.7094849999999999,0.7197,0.729735
aasub,14,train_rmse,0.7112425,0.7123999999999999,0.7134524999999998
aasub,140,test_rmse,0.7105899999999999,0.71975,0.729015
aasub,140,train_rmse,0.7118,0.7128,0.7139
aasub,141,test_rmse,0.7145374999999999,0.7237,0.733805
aasub,141,train_rmse,0.7154999999999999,0.7166,0.7176
aasub,142,test_rmse,0.7181424999999999,0.72675,0.7364725000000001
aasub,142,train_rmse,0.7191,0.7201,0.7211
aasub,143,test_rmse,0.7084325,0.7183499999999999,0.72861
aasub,143,train_rmse,0.7101999999999999,0.7112999999999999,0.7123999999999999
aasub,144,test_rmse,0.7149,0.7238,0.7341624999999999
aasub,144,train_rmse,0.7156475,0.71685,0.7178
aasub,145,test_rmse,0.7106425,0.72075,0.730615
aasub,145,train_rmse,0.7121949999999999,0.7132999999999999,0.7143525
aasub,146,test_rmse,0.7148425,0.7232999999999999,0.73404
aasub,146,train_rmse,0.7151474999999999,0.7162999999999999,0.7172
aasub,147,test_rmse,0.7153474999999999,0.7246999999999999,0.7346675
aasub,147,train_rmse,0.7168475,0.718,0.719
aasub,148,test_rmse,0.7144325,0.72305,0.7339625
aasub,148,train_rmse,0.7157,0.71695,0.7179525
aasub,149,test_rmse,0.7101949999999999,0.7194499999999999,0.7287525
aasub,149,train_rmse,0.7111999999999999,0.7121999999999999,0.7132525
aasub,15,test_rmse,0.7166475000000001,0.72575,0.7365675
aasub,15,train_rmse,0.717495,0.7186,0.7197
aasub,150,test_rmse,0.7101424999999999,0.72005,0.7296
aasub,150,train_rmse,0.7112475,0.7123499999999999,0.7133999999999999
aasub,151,test_rmse,0.7124275,0.72095,0.7313525
aasub,151,train_rmse,0.7131,0.7142,0.7152
aasub,152,test_rmse,0.7138749999999999,0.72385,0.7342624999999999
aasub,152,train_rmse,0.7156,0.7167,0.7178525
aasub,153,test_rmse,0.7177475,0.72655,0.7375575000000001
aasub,153,train_rmse,0.7192474999999999,0.7204499999999999,0.7213999999999999
aasub,154,test_rmse,0.7119899999999999,0.7217,0.7314575
aasub,154,train_rmse,0.7133474999999999,0.7144999999999999,0.7154999999999999
aasub,155,test_rmse,0.7162424999999999,0.7253,0.736115
aasub,155,train_rmse,0.717695,0.7189,0.7199525
aasub,156,test_rmse,0.7110474999999999,0.7202,0.7301875
aasub,156,train_rmse,0.7122474999999999,0.7133499999999999,0.7143999999999999
aasub,157,test_rmse,0.7131425,0.7221,0.7319100000000001
aasub,157,train_rmse,0.7141474999999999,0.7152499999999999,0.7162525
aasub,158,test_rmse,0.7084374999999999,0.71795,0.7285524999999999
aasub,158,train_rmse,0.7098475,0.7111,0.7121999999999999
aasub,159,test_rmse,0.7102949999999999,0.7199,0.7289625
aasub,159,train_rmse,0.7116475,0.7126,0.7137
aasub,16,test_rmse,0.7134999999999999,0.723,0.732135
aasub,16,train_rmse,0.7146,0.7156,0.7166524999999999
aasub,160,test_rmse,0.7185375,0.728,0.7372624999999999
aasub,160,train_rmse,0.7198475,0.7209,0.722
aasub,161,test_rmse,0.7090474999999999,0.7191,0.7281
aasub,161,train_rmse,0.7105475,0.7115499999999999,0.7126525
aasub,162,test_rmse,0.7155849999999999,0.7255499999999999,0.73512
aasub,162,train_rmse,0.7173475,0.7183999999999999,0.7194999999999999
aasub,163,test_rmse,0.71899,0.7282,0.7384299999999999
aasub,163,train_rmse,0.7203999999999999,0.7214999999999999,0.7225524999999999
aasub,164,test_rmse,0.712685,0.7222,0.7330049999999999
aasub,164,train_rmse,0.7142999999999999,0.7154999999999999,0.7166
aasub,165,test_rmse,0.7071,0.71655,0.7250099999999999
aasub,165,train_rmse,0.7080474999999999,0.709,0.7101
aasub,166,test_rmse,0.712995,0.7226,0.7331049999999999
aasub,166,train_rmse,0.7141,0.7152999999999999,0.7162999999999999
