featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7584175,0.7691,0.7791625
aasub,1,train_rmse,0.7613,0.7624,0.7635525000000001
aasub,10,test_rmse,0.7691325,0.7798,0.7909199999999998
aasub,10,train_rmse,0.7732,0.7744,0.7755525000000001
aasub,11,test_rmse,0.7812849999999999,0.7912999999999999,0.8024625000000001
aasub,11,train_rmse,0.7846474999999999,0.7857999999999999,0.786905
aasub,12,test_rmse,0.7665,0.77695,0.7897199999999999
aasub,12,train_rmse,0.7698475,0.7713,0.7724525
aasub,13,test_rmse,0.751275,0.7616,0.77221
aasub,13,train_rmse,0.755,0.7561,0.7573049999999999
aasub,14,test_rmse,0.7467849999999999,0.75775,0.768405
aasub,14,train_rmse,0.75,0.7511,0.7523525
aasub,15,test_rmse,0.760895,0.77225,0.7824574999999999
aasub,15,train_rmse,0.7642,0.7653,0.7666000000000001
aasub,16,test_rmse,0.7617475,0.77375,0.7848575
aasub,16,train_rmse,0.7663475,0.7676000000000001,0.7689525
aasub,17,test_rmse,0.7605474999999999,0.7715,0.7817624999999999
aasub,17,train_rmse,0.7633,0.7645,0.7657
aasub,18,test_rmse,0.753375,0.76405,0.7751
aasub,18,train_rmse,0.757,0.7583,0.7595
aasub,19,test_rmse,0.7770375,0.7879999999999999,0.798935
aasub,19,train_rmse,0.7811474999999999,0.7823999999999999,0.7836
aasub,2,test_rmse,0.7289475,0.7384999999999999,0.7501625000000001
aasub,2,train_rmse,0.7319,0.7332,0.7342525
aasub,20,test_rmse,0.7619800000000001,0.77285,0.78552
aasub,20,train_rmse,0.7655,0.7669,0.7681525
aasub,3,test_rmse,0.761195,0.7709,0.7822149999999999
aasub,3,train_rmse,0.7630475000000001,0.7642,0.7653525
aasub,4,test_rmse,0.7600325,0.7715000000000001,0.7821349999999999
aasub,4,train_rmse,0.764095,0.76525,0.7665
aasub,5,test_rmse,0.7887899999999999,0.7991999999999999,0.8099925
aasub,5,train_rmse,0.7916949999999999,0.7929499999999999,0.7940999999999999
aasub,6,test_rmse,0.760785,0.7717,0.7823625
aasub,6,train_rmse,0.7645474999999999,0.7657,0.7669524999999999
aasub,7,test_rmse,0.7665850000000001,0.77835,0.7907399999999999
aasub,7,train_rmse,0.7713475,0.77275,0.7740525
aasub,8,test_rmse,0.7468125000000001,0.7587,0.77171
aasub,8,train_rmse,0.749695,0.7512,0.7525525
aasub,9,test_rmse,0.7710425000000001,0.7820999999999999,0.793225
aasub,9,train_rmse,0.7752950000000001,0.7765500000000001,0.7777525000000001
